model,split,mae,rmse,r2
rf_numeric,train,1.4983998130208294,74.97547718572768,0.9978842553518577
rf_numeric,test,24.339545381249682,235.48949283989003,0.9959199069685492
hgb_numeric,train,32.443005823582595,579.9918865104379,0.8733898245930973
hgb_numeric,test,216.08224961936972,1157.8517372956285,0.9013645795505055
